fb_code;Class;Order;Family;Genus;Species;Name;Home_range;Diel_activity;Size_group;Level_water;TempOccurrence_min;TempOccurrence_mean;TempOccurrence_max;Body_size_max;Size_class;Body_shape;Aspect_ratio;Nphoto;Caudal_fin;Mouth_position;Trophic_level;Diet;Spawning;Depth_min;Depth_max;Depth_range;Allometric_a;Allometric_b;Level_length_weight;PLD;PLD_level;Life_span;Geographic_range_index;Range_extension;Lat_Max_South;Lat_Max_North;Province_2;Province_3;Province_4;Province_6;Province_7;Province_10;Province_11;Province_12;Province_13;Province_14;Province_15;Province_16;Province_17;Province_43;Province_44;Province_45;Province_46;Province_47;Province_48;Province_50;Total_OcuProv;AT;EP;IUCN_status;Vulnerability;Price_category
56195;actinopterygii;perciformes;gobiidae;deltentosteus;collonianus;Deltentosteus collonianus;sed;NA;NA;bottom;13,51;18,12;23,5;7;s1;elongated;NA;NA;truncated;terminal;3,6;im;demersal;5;120;115;0,014164639;2,902488013;family;NA;;NA;30;native;33,28;42,73;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;12,93;very high
440;actinopterygii;perciformes;sparidae;dentex;angolensis;Dentex angolensis;mob;day;smallg;low;21,2;24,05;27,33;37;s4;compressed;2,56913;1;forked;terminal;3,5;im;pelagic;15;300;285;0,02234706;3,043787933;family;NA;;7;15;native;0,19;28,39;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;nt;58,47;high
8061;actinopterygii;perciformes;sparidae;dentex;barnardi;Dentex barnardi;mob;day;smallg;low;19;21,18;23,4;40;s4;compressed;3,04858;1;forked;terminal;3,7;im;pelagic;20;100;80;0,02234706;3,043787933;family;NA;;NA;5;native;-22,9;0,19;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;1;0;lc;39,33;medium
4539;actinopterygii;perciformes;sparidae;dentex;canariensis;Dentex canariensis;mob;day;smallg;low;20,14;22,9;26,09;100;s6;compressed;2,20424;1;forked;terminal;3,6;fc;pelagic;0;450;450;0,02234706;3,043787933;family;NA;;8;25;native;0,19;39,6;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3;1;0;lc;60,05;medium
439;actinopterygii;perciformes;sparidae;dentex;dentex;Dentex dentex;mob;day;smallg;low;14,1;18,48;23,55;100;s6;compressed;1,8291;1;forked;terminal;4,5;fc;pelagic;0;200;200;0,02234706;3,043787933;family;NA;;36;61;native;13,91;51;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;1;0;vu;66,3;very high
4536;actinopterygii;perciformes;sparidae;dentex;gibbosus;Dentex gibbosus;mob;day;smallg;low;16,84;20,68;25,1;106;s6;fusiform;2,04713;1;forked;terminal;4,1;im;pelagic;20;220;200;0,02234706;3,043787933;family;NA;;14;58;native;0,19;42,73;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;4;1;0;lc;59,52;medium
438;actinopterygii;perciformes;sparidae;dentex;macrophthalmus;Dentex macrophthalmus;mob;day;smallg;low;16,59;20,45;24,93;65;s5;fusiform;0,958227;1;forked;terminal;3,5;im;pelagic;30;500;470;0,02234706;3,043787933;family;NA;;13;55;native;-22,9;42,73;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;5;1;0;lc;33,42;very high
4538;actinopterygii;perciformes;sparidae;dentex;maroccanus;Dentex maroccanus;mob;day;smallg;low;15,69;19,83;24,67;45;s4;fusiform;1,52067;1;forked;terminal;3,9;im;pelagic;20;500;480;0,02234706;3,043787933;family;NA;;10;55;native;0,19;47,3;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;0;lc;52,48;medium
54594;actinopterygii;gobiesociformes;gobiesocidae;derilissus;altifrons;Derilissus altifrons;sed;day;sol;bottom;26,02;27,56;29,28;2,09;s1;depressed;NA;1;rounded;subterminal;3,01;im;demersal;68;69;1;0,0057544;3,11;family;28,3;family;NA;1;native;10,53;21,3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;13,69;unknown
55715;actinopterygii;gobiesociformes;gobiesocidae;derilissus;nanus;Derilissus nanus;sed;day;sol;bottom;22,93;26;29,8;1,4;s1;depressed;NA;NA;rounded;terminal;3;im;demersal;30;50;20;0,02306538;3;family;NA;;NA;6;native;24,59;24,59;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;dd;10,53;not_targeted
9185;actinopterygii;perciformes;serranidae;dermatolepis;dermatolepis;Dermatolepis dermatolepis;mob;day;sol;bottom;23,06;24,84;26,89;100;s6;fusiform;2,01057;1;truncated;terminal;4,5;fc;pelagic;5;50;45;0,01701;3;species;NA;;NA;34;native;-12;37,4;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;5;0;1;lc;63,97;very high
3322;actinopterygii;perciformes;serranidae;dermatolepis;inermis;Dermatolepis inermis;mob;day;sol;low;23,76;26,29;28,91;91;s6;fusiform;1,307622;2;truncated;superior;4,5;fc;pelagic;3;250;247;0,01701;3;genus;NA;;NA;50;native;-24,98;34,7;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;5;1;0;nt;60,64;very high
13099;actinopterygii;perciformes;labrisomidae;dialommus;fuscus;Dialommus fuscus;sed;day;sol;bottom;23,13;25,22;27,33;12;s2;elongated;NA;NA;rounded;terminal;3,3;im;demersal;2;5;3;0,0245149;2,223;family;NA;;NA;5;native;-0,63;5,53;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;1;vu;10;not_targeted
46683;actinopterygii;perciformes;labrisomidae;dialommus;macrocephalus;Dialommus macrocephalus;sed;day;sol;bottom;27,16;28,39;29,33;11;s2;elongated;1,60615;1;rounded;terminal;3,5;im;demersal;1;5;4;0,0245149;2,223;family;NA;;NA;11;native;8,01;13,07;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;lc;10;not_targeted
3563;actinopterygii;perciformes;gerreidae;diapterus;auratus;Diapterus auratus;mob;day;smallg;low;23,86;26,67;29,28;34;s4;fusiform;1,33198;2;forked;terminal;2,4;im;pelagic;0;10;10;0,00691;3,241;species;NA;;NA;18;native;11,8;32,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;28,56;medium
1048;actinopterygii;perciformes;gerreidae;diapterus;rhombeus;Diapterus rhombeus;NA;NA;NA;bottom;23,73;26,69;29,29;40;s4;fusiform;0,817827;1;forked;terminal;3;om;pelagic;9;70;61;0,012;2,902;species;NA;;2;17;native;11,8;32,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;18,14;medium
5997;actinopterygii;perciformes;dichistiidae;dichistius;capensis;Dichistius capensis;sed;night;sol;bottom;13;15,35;18,05;80;s5;fusiform;1,82077;1;forked;terminal;3,3;im;NA;10;NA;NA;0,00903;3,12;species;NA;;NA;13;native;-22,9;-22,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;ne;59,98;not_targeted
64717;actinopterygii;perciformes;gobiidae;didogobius;amicuscaridis;Didogobius amicuscaridis;sed;day;sol;bottom;25;27;28,75;3,2;s1;elongated;NA;NA;rounded;superior;3,1;im;demersal;7;25;18;0,014164639;2,902488013;family;NA;;NA;1;native;0,19;0,19;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;vu;10;not_targeted
22739;actinopterygii;perciformes;gobiidae;didogobius;kochi;Didogobius kochi;sed;day;sol;bottom;22;23,98;26,33;5,8;s1;elongated;NA;NA;rounded;superior;3,3;im;demersal;6;30;24;0,014164639;2,902488013;family;NA;;NA;11;native;9,16;28,39;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3;1;0;lc;12,93;very high
51744;actinopterygii;perciformes;gobiidae;didogobius;schlieweni;Didogobius schlieweni;sed;night;NA;bottom;13,68;18,83;25;3,6;s1;elongated;NA;NA;rounded;superior;3,2;om;demersal;2;14;12;0,014164639;2,902488013;family;NA;;NA;28;native;33,28;42,73;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;10;very high
51742;actinopterygii;perciformes;gobiidae;didogobius;splechtnai;Didogobius splechtnai;sed;NA;NA;bottom;13,68;18,83;25;2,3;s1;elongated;0,364153;1;rounded;superior;3,1;om;demersal;5;56;51;0,014164639;2,902488013;family;NA;;NA;28;native;33,28;42,73;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;10;very high
64718;actinopterygii;perciformes;gobiidae;didogobius;wirtzi;Didogobius wirtzi;sed;day;smallg;bottom;22;24;27;3,1;s1;elongated;NA;NA;rounded;superior;3,1;im;demersal;15;25;10;0,014164639;2,902488013;family;NA;;NA;2;native;15,63;15,63;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;lc;10;not_targeted
14490;actinopterygii;tetraodontiformes;diodontidae;diodon;eydouxii;Diodon eydouxii;NA;NA;smallg;low;22,43;24,97;27,57;27;s3;box_shaped;0,950057;1;truncated;subterminal;3,7;im;pelagic;0;10;10;0,0219;3;genus;NA;;NA;49;native;-0,63;39,7;0;1;1;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;7;1;1;lc;14,33;not_targeted
4659;actinopterygii;tetraodontiformes;diodontidae;diodon;holocanthus;Diodon holocanthus;mob;both;sol;bottom;22,67;25,06;27,72;50;s4;box_shaped;0,787045;1;truncated;terminal;3,9;im;pelagic;2;200;198;0,0219;3;species;NA;;NA;376;native;-30;38,2;0;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;14;1;1;lc;27,17;not_targeted
1022;actinopterygii;tetraodontiformes;diodontidae;diodon;hystrix;Diodon hystrix;mob;both;sol;bottom;22,52;24,87;27,54;91;s6;box_shaped;1,53265;1;truncated;subterminal;3,7;im;pelagic;2;50;48;0,193426479;2,471790689;species;16;family;NA;399;native;-30;39,6;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;15;1;1;lc;48,2;not_targeted
16738;actinopterygii;gobiesociformes;gobiesocidae;diplecogaster;bimaculata pectoralis;Diplecogaster bimaculata pectoralis;sed;day;sol;bottom;18,83;21,32;24,67;2,2;s1;depressed;NA;NA;rounded;terminal;3,1;im;demersal;0;36;36;0,02306538;3;family;NA;;NA;15;native;9,16;38,2;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3;1;0;nt;NA;not_targeted
16740;actinopterygii;gobiesociformes;gobiesocidae;diplecogaster;ctenocrypta;Diplecogaster ctenocrypta;sed;day;sol;bottom;18;20,93;23;1,7;s1;depressed;NA;NA;rounded;terminal;3;im;demersal;0;36;36;0,02306538;3;family;14;genus;NA;2;native;28,39;28,39;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;13,1;not_targeted
3318;actinopterygii;perciformes;serranidae;diplectrum;bivittatum;Diplectrum bivittatum;mob;day;sol;bottom;23,92;26,74;29,46;25;s3;fusiform;1,4157;1;forked;terminal;3,7;im;pelagic;2;120;118;0,001417552;3,548062049;family;20;genus;NA;39;native;-5,95;32,7;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3;1;0;lc;28,95;very high
1203;actinopterygii;perciformes;serranidae;diplectrum;formosum;Diplectrum formosum;mob;day;sol;bottom;22,93;25,74;28,7;30;s3;fusiform;1,879315;2;truncated;terminal;4,5;im;pelagic;7;73;66;0,001417552;3,548062049;family;20;species;NA;51;native;-27,6;34,7;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;5;1;0;lc;14,62;very high
7330;actinopterygii;perciformes;serranidae;diplectrum;radiale;Diplectrum radiale;mob;day;sol;bottom;23,03;25,48;27,79;26;s3;fusiform;1,49275;2;truncated;terminal;4,1;im;pelagic;10;80;70;0,001417552;3,548062049;family;20;genus;NA;38;native;-35,3;21,74;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;3;1;0;lc;29,52;very high
1752;actinopterygii;perciformes;sparidae;diplodus;annularis;Diplodus annularis;mob;day;smallg;low;13,53;18,02;23,07;27,5;s3;compressed;1,58178;1;forked;terminal;3,6;im;pelagic;0;90;90;0,0717;2,951;genus;20;species;13;51;native;28,39;51;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;lc;26,96;low
3574;actinopterygii;perciformes;sparidae;diplodus;argenteus;Diplodus argenteus;mob;day;smallg;low;21,96;24,2;26,8;37,8;s4;compressed;3,57209;1;forked;terminal;3,1;om;pelagic;0;28;28;0,0717;2,951;genus;31;genus;NA;26;native;-42;16,19;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;1;0;lc;44,97;high
8065;actinopterygii;perciformes;sparidae;diplodus;ascensionis;Diplodus ascensionis;mob;day;smallg;low;23,9;25;27,2;22;s3;compressed;NA;NA;forked;terminal;3,1;im;pelagic;0;50;50;0,0717;2,951;genus;NA;;NA;1;native;-7,94;-7,94;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;lc;30,59;high
8062;actinopterygii;perciformes;sparidae;diplodus;bellottii;Diplodus bellottii;mob;day;smallg;low;15,8;19,27;23,38;30;s3;compressed;2,39367;1;forked;terminal;3,6;im;pelagic;0;100;100;0,0717;2,951;genus;31;genus;NA;24;native;15,63;39,7;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;4;1;0;lc;35,8;high
8106;actinopterygii;perciformes;sparidae;diplodus;bermudensis;Diplodus bermudensis;mob;day;smallg;low;18,55;22,59;27,92;30;s3;compressed;NA;NA;forked;terminal;3,1;om;pelagic;0;100;100;0,0717;2,951;genus;31;genus;NA;2;native;32,37;32,37;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;34,94;high
8066;actinopterygii;perciformes;sparidae;diplodus;cadenati;Diplodus cadenati;mob;day;smallg;low;15;18,52;22,66;45;s4;compressed;2,2766;1;forked;terminal;3,1;im;pelagic;0;150;150;0,0717;2,951;genus;31;genus;12;38;native;13,91;47,3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;56,67;high
6004;actinopterygii;perciformes;sparidae;diplodus;capensis;Diplodus capensis;mob;day;smallg;low;13;15,35;18,05;45;s4;compressed;2,31318;1;forked;terminal;2,7;om;pelagic;0;50;50;0,0717;2,951;genus;37;species;21;42;native;-22,9;-22,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;lc;37,6;high
1230;actinopterygii;perciformes;sparidae;diplodus;caudimacula;Diplodus caudimacula;mob;day;smallg;low;22,9;25,88;28,83;30;s3;compressed;3,57599;1;forked;terminal;3,1;om;pelagic;0;50;50;0,0717;2,951;genus;31;genus;NA;38;native;-35,3;32,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;39,73;high
2497;actinopterygii;perciformes;sparidae;diplodus;cervinus;Diplodus cervinus;mob;day;smallg;low;15,11;19,14;23,74;55;s5;compressed;2,59065;2;forked;terminal;3;im;pelagic;30;300;270;0,0717;2,951;genus;18;species;35;66;native;-22,9;47,3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;lc;54,55;low
8063;actinopterygii;perciformes;sparidae;diplodus;fasciatus;Diplodus fasciatus;mob;day;smallg;low;22;24;27;45;s4;compressed;2,2817;1;forked;terminal;3,5;im;pelagic;0;100;100;0,0717;2,951;genus;31;genus;NA;2;native;15,63;15,63;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;lc;43,8;high
8069;actinopterygii;perciformes;sparidae;diplodus;helenae;Diplodus helenae;mob;day;smallg;low;18,05;21,55;25,53;31;s4;fusiform;NA;NA;forked;terminal;3,1;im;pelagic;0;50;50;0,0717;2,951;genus;31;genus;NA;6;native;-15,97;32,5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;lc;35,34;high
1231;actinopterygii;perciformes;sparidae;diplodus;holbrookii;Diplodus holbrookii;mob;day;smallg;low;20,22;24,85;29,27;46;s4;compressed;2,35768;1;forked;terminal;2,3;om;pelagic;1;28;27;0,0717;2,951;genus;NA;;NA;11;native;20,6;34,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;49,98;high
8070;actinopterygii;perciformes;sparidae;diplodus;lineatus;Diplodus lineatus;mob;day;smallg;low;22;24;27;28;s3;fusiform;3,59505;1;forked;terminal;2,8;im;pelagic;0;30;30;0,0717;2,951;genus;31;genus;NA;2;native;15,63;15,63;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;lc;37,19;high
8064;actinopterygii;perciformes;sparidae;diplodus;prayensis;Diplodus prayensis;mob;day;smallg;low;22;24;27;35;s4;compressed;3,33678;1;forked;terminal;2,8;im;pelagic;0;100;100;0,0717;2,951;genus;31;genus;NA;2;native;15,63;15,63;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;lc;37,19;high
1749;actinopterygii;perciformes;sparidae;diplodus;puntazzo;Diplodus puntazzo;mob;day;smallg;low;16,24;20,43;25,34;60;s5;compressed;3,0997;1;forked;terminal;3,2;om;pelagic;0;150;150;0,0717;2,951;genus;48;species;8;57;native;0,19;42,86;0;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;5;1;0;lc;33,87;low
1753;actinopterygii;perciformes;sparidae;diplodus;sargus;Diplodus sargus;mob;day;smallg;low;14,94;19,4;24,75;45;s4;compressed;3,23978;1;forked;terminal;3,4;im;pelagic;0;50;50;0,0717;2,951;genus;31;genus;10;57;native;13,91;42,86;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;63,39;very high
1754;actinopterygii;perciformes;sparidae;diplodus;vulgaris;Diplodus vulgaris;mob;day;smallg;low;14,73;18,85;23,73;45;s4;compressed;4,71819;1;forked;terminal;3,5;im;pelagic;0;160;160;0,0717;2,951;genus;58;species;11;66;native;-22,9;47,3;0;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;6;1;0;lc;47,81;low
3825;actinopterygii;perciformes;callionymidae;diplogrammus;pauciradiatus;Diplogrammus pauciradiatus;sed;day;sol;bottom;22,6;25,88;29,18;5;s1;elongated;0,661672;1;lanceolated;terminal;3,5;im;pelagic;0;10;10;0,068655492;2,184;genus;NA;;NA;38;native;11,8;34,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;10;not_targeted
3658;actinopterygii;perciformes;labridae;doratonotus;megalepis;Doratonotus megalepis;mob;day;sol;low;24,5;26,83;29,29;9,4;s2;fusiform;1,2899;1;truncated;terminal;3,3;im;pelagic;1;15;14;0,0144872;3;family;24;species;NA;43;native;-3,87;32,7;0;0;0;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;5;1;0;lc;16,13;very high
5969;actinopterygii;syngnathiformes;syngnathidae;doryrhamphus;excisus excisus;Doryrhamphus excisus excisus;sed;day;pair;bottom;23,66;25,67;27,94;7;s1;elongated;0,904594;1;rounded;tubular;3,5;im;live;2;50;48;0,000402787;4,12010943;species;NA;;NA;261;native;-1,29;30,3;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;3;0;1;lc;10;not_targeted
12931;actinopterygii;perciformes;serranidae;dules;auriga;Dules auriga;sed;day;sol;bottom;17,95;21,31;24,83;19;s3;fusiform;1,19786;1;truncated;terminal;3,7;im;pelagic;15;140;125;0,001417552;3,548062049;family;26;family;NA;22;native;-42;-5,95;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;3;1;0;ne;22,01;not_targeted
2467;actinopterygii;perciformes;echeneidae;echeneis;naucrates;Echeneis naucrates;vmob;both;sol;high;20,59;23,61;26,84;110;s6;elongated;1,53934;1;truncated;superior;3,7;im;pelagic;1;85;84;0,00075483;3,357789232;species;NA;;NA;415;native;-42;42,73;0;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;0;1;1;0;13;1;1;lc;54,09;high
3543;actinopterygii;perciformes;echeneidae;echeneis;neucratoides;Echeneis neucratoides;vmob;both;sol;high;22,41;25,84;29,11;75;s5;elongated;0,27624;1;rounded;superior;3,6;om;pelagic;0;50;50;0,00075483;3,357789232;genus;NA;;NA;39;native;11,8;34,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;dd;45,01;high
2609;actinopterygii;anguilliformes;muraenidae;echidna;catenata;Echidna catenata;sed;both;sol;bottom;24,15;26,5;29,08;165;s6;eel_like;NA;NA;pointed;terminal;3,6;im;pelagic;0;20;20;0,001159381;3;genus;80;genus;NA;52;native;-27,6;32,37;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;6;1;0;lc;82;medium
5388;actinopterygii;anguilliformes;muraenidae;echidna;nebulosa;Echidna nebulosa;sed;night;sol;bottom;25,35;27,05;28,95;100;s6;eel_like;NA;NA;pointed;terminal;4;im;pelagic;1;48;47;0,001159381;3;species;80;species;NA;277;native;-0,63;23,79;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;3;0;1;lc;60,82;medium
8287;actinopterygii;anguilliformes;muraenidae;echidna;nocturna;Echidna nocturna;sed;night;sol;bottom;23,61;25,36;27,32;71;s5;eel_like;NA;NA;pointed;terminal;3,9;im;pelagic;1;30;29;0,001159381;3;genus;80;genus;NA;33;native;-12;30,3;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;4;0;1;lc;54,33;medium
9031;actinopterygii;anguilliformes;muraenidae;echidna;peli;Echidna peli;sed;both;sol;bottom;22;24,67;28,13;100;s6;eel_like;NA;NA;pointed;terminal;3,5;im;pelagic;0;1;1;0,001159381;3;genus;80;genus;NA;14;native;0,19;18,85;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;1;0;lc;60,82;medium
52423;actinopterygii;ophidiiformes;carapidae;echiodon;dawsoni;Echiodon dawsoni;sed;both;sol;bottom;21,61;25,62;29,52;11,2;s2;eel_like;NA;NA;pointed;terminal;3,5;im;pelagic;60;275;215;0,000592593;3;genus;NA;;NA;21;native;18,2;32,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;10;not_targeted
2645;actinopterygii;anguilliformes;ophichthidae;echiophis;punctifer;Echiophis punctifer;mob;day;sol;bottom;22,76;26;29,01;180;s6;eel_like;NA;NA;pointed;terminal;4,1;fc;pelagic;0;100;100;0,00024;3,015;family;NA;;NA;33;native;11,8;34,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;69,33;not_targeted
54349;actinopterygii;perciformes;chaenopsidae;ekemblemaria;lira;Ekemblemaria lira;sed;day;sol;bottom;22,62;24;26,11;7;s1;elongated;NA;NA;rounded;subterminal;3,5;im;demersal;1;5;4;0,007705413;2,962;genus;NA;;NA;4;native;-1,29;-1,27;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;dd;10;not_targeted
46744;actinopterygii;perciformes;chaenopsidae;ekemblemaria;myersi;Ekemblemaria myersi;sed;day;sol;bottom;24,96;27,02;29,01;7;s1;elongated;1,00785;1;rounded;subterminal;3,5;im;demersal;1;5;4;0,007705413;2,962;species;NA;;NA;19;native;-1,29;28,75;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;lc;10;not_targeted
47274;actinopterygii;perciformes;gobiidae;elacatinus;atronasus;Elacatinus atronasus;sed;day;smallg;low;23,95;26,67;30,11;5;s1;elongated;NA;NA;rounded;terminal;3,4;pk;demersal;6;36;30;0,014164639;2,902488013;genus;32;genus;NA;11;native;16,43;24,59;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;en;10;very high
67639;actinopterygii;perciformes;gobiidae;elacatinus;cayman;Elacatinus cayman;sed;day;smallg;bottom;26;28;29,98;2,3;s1;elongated;NA;NA;rounded;subterminal;3,2;NA;demersal;NA;NA;NA;0,014164639;2,902488013;genus;NA;;NA;14;native;19,4;19,4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;en;10;not_targeted
23734;actinopterygii;perciformes;gobiidae;elacatinus;chancei;Elacatinus chancei;sed;day;smallg;bottom;25,59;27,32;29,26;5;s1;elongated;NA;NA;rounded;terminal;3,5;im;demersal;10;30;20;0,014164639;2,902488013;genus;32;genus;NA;17;native;10,53;24,59;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;10;very high
64950;actinopterygii;perciformes;gobiidae;elacatinus;colini;Elacatinus colini;sed;day;smallg;bottom;19,83;23,8;28,96;3,2;s1;elongated;NA;NA;rounded;terminal;3,4;im;demersal;3;16;13;0,014164639;2,902488013;genus;32;genus;NA;1;native;27;32,37;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;10;not_targeted
16640;actinopterygii;perciformes;gobiidae;elacatinus;evelynae;Elacatinus evelynae;sed;day;pair;bottom;25,45;27,36;29,45;4;s1;elongated;1,00095;1;rounded;terminal;3,4;im;demersal;1;53;52;0,014164639;2,902488013;genus;22;species;NA;24;native;10,53;27;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;10;very high
50627;actinopterygii;perciformes;gobiidae;elacatinus;figaro;Elacatinus figaro;sed;day;smallg;bottom;22,73;24,88;27,39;3,4;s1;elongated;NA;NA;rounded;terminal;3,4;im;demersal;3;20;17;0,014164639;2,902488013;genus;32;genus;NA;11;native;-27,6;-5,95;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;1;0;nt;10;very high
12443;actinopterygii;perciformes;gobiidae;elacatinus;genie;Elacatinus genie;sed;day;smallg;bottom;24,98;27,02;29,69;4,5;s1;elongated;0,508694;1;rounded;terminal;3,4;im;demersal;1;30;29;0,014164639;2,902488013;genus;32;genus;NA;15;native;12,19;24,59;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;10;very high
3873;actinopterygii;perciformes;gobiidae;elacatinus;horsti;Elacatinus horsti;sed;day;smallg;bottom;25,19;27,38;29,63;5;s1;elongated;NA;NA;rounded;terminal;3,5;im;demersal;7;30;23;0,014164639;2,902488013;genus;32;genus;NA;24;native;10,53;27;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;10;very high
23732;actinopterygii;perciformes;gobiidae;elacatinus;illecebrosus;Elacatinus illecebrosus;sed;day;smallg;bottom;24,04;26,69;29,74;4;s1;elongated;0,25;1;rounded;terminal;3,4;im;demersal;2;45;43;0,014164639;2,902488013;genus;32;genus;NA;9;native;11,8;27;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;10;very high
